Ensembl_GeneID	Entrez_GeneID	HGNC_GeneSymbol	Inhi_GeneExpression_log2FPKM	Prec_GeneExpression_log2FPKM	ScrInhi_GeneExpression_log2FPKM	ScrPrec_GeneExpression_log2FPKM
ENSRNOG00000035546	100314066	Mir421	0.482199821373973	0	0	0.502433216433948
ENSRNOG00000043492	405249	Olr556	0	0	0	0
ENSRNOG00000035541	100314028	Mir130b	0	0	0	0
ENSRNOG00000043494	681385	LOC681385	0	0	0	0
ENSRNOG00000051111	300529	Olr1204	0	0	0	0
ENSRNOG00000017828	25148	Egr3	0.494006370320689	0.725470064275116	0.664964526165358	0.574291063240543
ENSRNOG00000017829	298681	Ssu72	5.9378613599892	5.98081140636534	5.95089525290123	6.03928763267836
ENSRNOG00000012850	688634	Kat6b	2.03200498837644	1.96289339791286	1.98276269960444	1.91386408613817
ENSRNOG00000012851	499579	Dnajc5b	0	0	0.119234226989907	0
ENSRNOG00000012852	117028	Bin1	3.81743453475807	3.72950773618517	3.60131304242919	3.70655641175577
ENSRNOG00000012853	291824	Tk2	2.56886138512518	2.492464494395	2.41532738071954	2.44859233451677
ENSRNOG00000017822	154968	Oga	4.59177689309428	4.59820164572829	4.54476372731488	4.51132365210567
ENSRNOG00000017820	291084	Nqo2	2.65995751888324	2.68594203301723	2.82042171521513	2.90367864321031
ENSRNOG00000012858	365387	Odf3	0	0	0	0
ENSRNOG00000017824	296372	Ncoa5	3.64816400516397	3.6845406133327	3.62896825246944	3.6405030877328
ENSRNOG00000015089	292168	Mcoln2	0.697980302265904	0.498493029808346	0.561210199137529	0.640693884897243
ENSRNOG00000015082	293426	Nlrp10	0.859855177577502	0.859879542652697	0.804587064232821	0.829865296096217
ENSRNOG00000015080	301549	Wdfy1	3.84476639094791	3.8908849786591	3.78019826914508	3.57754703180016
ENSRNOG00000015086	25629	Plin1	0	0	0	0
ENSRNOG00000015084	170928	Necab2	0	0	0	0
ENSRNOG00000015085	308405	Dmpk	5.78460141777901	6.09665690499788	5.6937132595964	5.77627336205359
ENSRNOG00000013431	311987	Rsbn1l	3.11685480778196	3.03580071978583	3.08953980477095	3.03683730143348
ENSRNOG00000022919	308511	Chst8	0	0	0.0453220549498352	0.0172387618043255
ENSRNOG00000022910	295490	Emcn	0.54056214574806	0.244511908135199	0.476488127765142	0.333332372834646
ENSRNOG00000022911	316602	Hjurp	3.98544684741992	3.98986301743773	3.98727748158768	3.91492209157845
ENSRNOG00000013436	140929	Pde7b	0.707166455596252	0.489909812145965	0.514127781814588	0.728281419008308
ENSRNOG00000016190	498909	Coq9	5.81787785665433	6.04700232173048	5.93081681169299	5.93715460268331
ENSRNOG00000016193	500795	RGD1562114	4.73520674503945	4.8956217796804	4.76472474322898	4.76530676804234
ENSRNOG00000016196	65040	Dlgap1	0.511240795781242	0.499460289233439	0.451678765020822	0.422003547557838
ENSRNOG00000016199	368178	Hoxc9	0	0	0	0
ENSRNOG00000046619	367415	Pla2g12b	0.0601214129028632	0.0386677235736541	0	0.042454284038945
ENSRNOG00000046611	364128	Dzip1-ps1	0	0	0	0
ENSRNOG00000046617	103690149	LOC103690149	2.08898271978532	2.06264207575335	1.92669748327256	1.82616106298323
ENSRNOG00000049700	100909857	Cda	0	0	0	0
ENSRNOG00000042729	301295	Efhc1	1.9642180523495	2.12773093066308	2.07903119288234	2.02709003953057
ENSRNOG00000042721	362042	Gimd1	0	0	0	0
ENSRNOG00000042720	497876	Mrpl28	5.58325421983171	5.68185906658308	5.6908118289682	5.71292838893003
ENSRNOG00000042727	361312	RGD1563159	0.377852665665328	0.505173610588024	0.552630133570691	0.487454120081499
ENSRNOG00000042726	501031	RGD1560775	0	0	0	0
ENSRNOG00000014845	691937	Strc	0	0	0	0
ENSRNOG00000014844	300158	Kif21a	1.90582622580971	1.8511186875285	1.90459262029167	1.82728840553603
ENSRNOG00000014847	308894	Rassf10	0.21867817438176	0.230220031448843	0.171615388519551	0.162445617049886
ENSRNOG00000014846	108348156	Anp32a	5.84790805847558	6.02152456679209	5.90660816161303	6.00086849341717
ENSRNOG00000014840	309242	Gna14	0.190787565192687	0.204814020574046	0.278761744410455	0.128749349517057
ENSRNOG00000005018	24766	Scn2a	0.282938394390259	0.304413764492685	0.272236070022723	0.29731803568578
ENSRNOG00000005015	54190	Rabep1	4.66916153283762	4.60539433860441	4.70739645389265	4.67093543340752
ENSRNOG00000005017	291353		4.98265938267755	5.0143774777147	5.1071643966365	5.10297084447314
ENSRNOG00000020683	361522	Hnrnpul1	5.68516263166891	5.55024680147813	5.58672491682734	5.55096142168021
ENSRNOG00000005758	314675	Btbd11	0.593351384438803	0.636850796046285	0.48831798920803	0.748915276257601
ENSRNOG00000013719	295394	Dph5	3.28336843997549	3.36687083934069	3.34785112079849	3.36923274232878
ENSRNOG00000021758	296954	Tnpo3	4.66136500938234	4.57988026146044	4.64767579992645	4.65465742191571
ENSRNOG00000021750	25261	Id1	6.28000357073195	6.17769507230345	6.21807174139034	6.16325762322522
ENSRNOG00000021752	64826	Foxq1	0.558310416182386	0.683526520625633	0.567190237662069	0.849898954714607
ENSRNOG00000004768	299766	Myf5	0	0	0	0
ENSRNOG00000050636	684811	Arhgef10l	3.65293161512452	3.77884957504359	3.62126022074838	3.68176360123757
ENSRNOG00000050637	100310875	Tas2r110	0	0	0	0
ENSRNOG00000004763	25528	Sirpa	3.36242627992839	3.38988911122838	3.41943103260411	3.432278814082
ENSRNOG00000047176	102553892	RGD1564380	0	0	0	0
ENSRNOG00000050632	100912543	Olr1253	0	0.0244102482864381	0	0
ENSRNOG00000004766	302946	Glis2	4.20394180259776	4.06493831327476	4.14654780061719	4.14789213723116
ENSRNOG00000027756	303946	Usf3	2.37692014504772	2.33905753153677	2.35382521504805	2.30838287260548
ENSRNOG00000013712	297392	Tex261	5.87433582603318	5.7840921965784	5.79167375252067	5.89333831586504
ENSRNOG00000009222	366492	Epha2	4.06238291271418	4.34548001988327	4.04551258949608	3.95120562188779
ENSRNOG00000009221	298306	Cdcp2	0	0	0	0
ENSRNOG00000009220	360985	Tmem17	1.79065304942835	1.74867895137553	1.81549942365157	1.88666535352521
ENSRNOG00000009227	83518	Aplnr	0.175481463628513	0.215839765435515	0.118387524661425	0.160217622242551
ENSRNOG00000009226	296730	Crygn	0	0	0	0
ENSRNOG00000009225	360611	Copz2	5.71659121349413	5.75288167424559	5.8151537203035	5.8851903926296
ENSRNOG00000009224	681359	E4f1	2.62780301159116	2.60623727523484	2.50087796486962	2.51261710924128
ENSRNOG00000059919	296462	Mtg2	3.49130975262164	3.71539630674356	3.54266241252565	3.56822596298725
ENSRNOG00000008644	25628	Nkx2-1	0	0	0	0
ENSRNOG00000058359	290652	Fkbp8	6.38260160489383	6.46430848153858	6.36708728988462	6.35650944413858
ENSRNOG00000049938	404895	Olr32	0	0	0	0
ENSRNOG00000049936	405371	Olr1615	0	0	0	0.0373732165470005
ENSRNOG00000058357	100912430	Gstm3	3.65806808051427	3.62386277125669	3.84222670688271	3.82772391083984
ENSRNOG00000049931	288913	LOC288913	6.3586118698224	6.5704215429883	6.43639792513257	6.50531948531102
ENSRNOG00000002903	303208	Specc1	3.35787999271644	3.10698280882461	3.20513904449602	3.1325080572603
ENSRNOG00000008641	498486	Gnpnat1	4.16189935689056	4.11169876144599	4.27365855648181	4.24214519461815
ENSRNOG00000020400	498607	Mef2b	0.0653490905209411	0	0.119365374654517	0
ENSRNOG00000020406	291991	Tmed6	0	0	0	0
ENSRNOG00000020407	362826	Atcay	0.982408683194817	1.27473671188678	0.986579477470138	0.929517902331899
ENSRNOG00000020405	24506	Ins2	0	0	0	0
ENSRNOG00000002908	257647	Slc35a4	4.87249517185552	4.76140983497617	4.89765991240648	4.94978266722401
ENSRNOG00000023278	361273	Sec61a2	4.90888418446321	4.95079976544448	4.89324808613491	4.92513693664861
ENSRNOG00000023274	361588	Lrrc28	2.27769305115866	2.25780787136914	2.32335125376958	2.2681619380347
ENSRNOG00000023271	287979	Parl	5.2551833492358	5.26778343611876	5.32441899604052	5.25874366305815
ENSRNOG00000059005	24521	Kcnj1	0.0213204143502135	0.0211049968858727	0.0798686088516943	0.0509995324123505
ENSRNOG00000059008	287659	Socs7	2.23504249620308	1.98970358011626	2.21532088984822	2.12331146708318
ENSRNOG00000022586	362110	Cdk9	5.40839168149207	5.34507555226581	5.35037772800318	5.10782294776956
ENSRNOG00000022582	303321	Ccnq	2.70037267494453	2.79280626847975	2.72537547916756	2.75164218552982
ENSRNOG00000023187	317344	RGD1565685	3.12205987676152	2.98191033449171	3.20420792565315	3.05709133421699
ENSRNOG00000023181	311120	RGD1565767	0.415771923045287	0.542787615468025	0.428338748121256	0.592814017067234
ENSRNOG00000060707	689688	Atg2a	2.41051642032818	2.26331432974689	2.29281348712839	2.35115132877745
ENSRNOG00000060703	300219	Troap	3.43873726735961	3.4838519939565	3.42429631014452	3.43022235078648
ENSRNOG00000033498	81823	Cib1	5.28066696003909	5.13759037733517	5.26532645387716	5.30315787883247
ENSRNOG00000026936	406865	Mpig6b	0	0	0	0
ENSRNOG00000026937	365619	Arsk	2.29658995279162	2.1451084781351	2.3772611850894	2.33975047886609
ENSRNOG00000033490	300520	Vsig2	0.185341911903356	0.711519539521478	0.203382549326431	0.188353378215405
ENSRNOG00000033492	405048	Olr1452	0	0	0	0
ENSRNOG00000033494	297590	Vom2r52	0	0	0	0
ENSRNOG00000033496	363081	Igdcc4	1.78744026865342	1.60783444632766	1.74298562888552	1.61892203307434
ENSRNOG00000022636	310879	Alpk1	1.91914232146266	1.3938039058385	1.77124247438419	1.70298381891748
ENSRNOG00000022635	64053	Dlg2	0.324683247482786	0.269514211604456	0.363371270030249	0.472111105016478
ENSRNOG00000022631	60662	Fgf5	0	0	0	0
ENSRNOG00000001074	288654	Mphosph9	1.82714259638204	1.86221725220365	1.8135681074751	1.89493018491121
ENSRNOG00000001072	304208	Cers4	3.73122325930206	3.64362039976235	3.64106651900941	3.61399576268824
ENSRNOG00000001073	100910427	RGD1563482	1.97591960238064	2.1114029365446	1.97362014293276	1.975269909463
ENSRNOG00000001070	360804	Cdk2ap1	7.12155135850912	7.22925434709437	7.13781106945484	7.05187192021753
ENSRNOG00000001079	304289	Daglb	2.59697487365622	2.62194802130033	2.56229465393916	2.64137933377687
ENSRNOG00000039725	679817	Ces1a	0	0	0	0
ENSRNOG00000039726	307727	LOC307727	0	0	0	0
ENSRNOG00000031533	298159	Dcaf12l2	0.0909568925963652	0.189663370854259	0.126444356907508	0.141312370809343
ENSRNOG00000031534	503423	Rhox8	0	0	0	0
ENSRNOG00000031535	498475	Ptgdrl	0	0	0	0
ENSRNOG00000031536	362235	Syndig1	1.50084152841783	1.57146667269224	1.42282301170737	1.54537597321979
ENSRNOG00000031394	293598	Olr299	0	0	0	0
ENSRNOG00000031397	305431	Stk32b	0	0	0	0
ENSRNOG00000031391	292700	Ceacam16	0.0269835017186058	0	0.0284496615083425	0.0146509839194903
ENSRNOG00000031398	680102	Mab21l2	0.371825886652341	0.312355007853207	0.331642338977601	0.233868325749193
ENSRNOG00000032840	682787	Sumo4	4.56461251208725	4.26573048352626	4.57017443221795	4.60763835405036
ENSRNOG00000032845	691552	Prl3d2	0	0	0	0
ENSRNOG00000032844	294269	RT1-Da	0.131354855667213	0.0976927472560511	0.162755989541191	0.203563629802073
ENSRNOG00000032846	362975	Cdpf1	3.12934606504612	3.31277590406404	3.08803898907629	3.32581568756083
ENSRNOG00000049098	366803	Olr937	0	0	0	0
ENSRNOG00000006868	303478	Ube2z	5.01132227688521	4.9454978338642	4.92153258348487	4.957217676645
ENSRNOG00000006864	117521	Scaper	1.77695962141082	1.76234882359464	1.78454827379762	1.75653990299445
ENSRNOG00000006865	298875	Laptm4a	8.06246470229886	8.09484795232163	8.18225343059714	8.20145725338674
ENSRNOG00000049092	286984	Vom2r18	0	0	0	0
ENSRNOG00000006860	363577	Itk	0	0.0107407336361577	0	0
ENSRNOG00000049096	408240	Mcpt8l2	0	0	0	0
ENSRNOG00000055051	405396	Olr1249	0	0	0	0
ENSRNOG00000055055	404972	Olr1486	0	0	0	0
ENSRNOG00000008639	171350	Pabpc1	8.62633625671051	8.29933062017681	8.51412451582621	8.52123612589302
ENSRNOG00000055583	304315	Ttyh3	4.02811147983218	3.91613855464852	3.95659102533983	3.9939862696968
ENSRNOG00000055581	499065	Tarm1	0	0	0	0
ENSRNOG00000055586	100910650	LOC100910650	0	0	0	0
ENSRNOG00000049674	685488	LOC685488	0	0	0	0
ENSRNOG00000047728	405942	Olr546	0	0	0	0
ENSRNOG00000026324	291527	Stard6	0.68057755371534	0.740204233524626	0.795582077933843	0.607321673882392
ENSRNOG00000047720	100910235	LOC100910235	0	0	0	0
ENSRNOG00000047721	103690041	LOC103690041	0	0	0	0
ENSRNOG00000003562	289335	Susd4	0.166201386818529	0.258385764264397	0.116587931327746	0.247440383336741
ENSRNOG00000003563	287552	Blmh	5.20386551581335	5.21959442236437	5.22212356866669	5.27732839534755
ENSRNOG00000003560	289261	Olr1601	0	0	0	0
ENSRNOG00000047727	287088	Olr1375	0	0	0	0
ENSRNOG00000012057	293012	Olig3	0	0	0	0
ENSRNOG00000018759	310152	Slc45a2	0	0	0	0
ENSRNOG00000018755	311569	Acss2	3.94686690207011	3.78552093724256	3.80522908578826	3.77203676034512
ENSRNOG00000018757	114215	Insl3	0.0364994507091412	0.0361325763575955	0.0769266174517389	0.0394259082683329
ENSRNOG00000018752	365395	Clcf1	2.23327252068924	2.07905658137741	2.09669797027053	2.14079445481594
ENSRNOG00000026323	500502	Eqtn	0	0	0.232835935018264	0.0667153823590982
ENSRNOG00000033823	298205	Ifna4	0	0	0	0
ENSRNOG00000033824	25062	Gpd2	2.33720020933643	2.12623043102481	2.28321988835215	2.36649656735478
ENSRNOG00000001847	103690009	Ccdc91	3.37632096496197	3.17394832259508	3.35731552178556	3.33278854269767
ENSRNOG00000001845	287930	Top3b	3.75886353320835	3.75626621180904	3.67585497506583	3.65472226502619
ENSRNOG00000001844	500367	Klhl42	1.90777396331658	1.95890385518623	1.90191317169208	1.86330583167923
ENSRNOG00000001843	303836	Bcl6	2.76004539709852	2.31897186347866	2.524278423988	2.51056400083133
ENSRNOG00000001842	297727	Mrps35	3.84842007567428	4.00972550878898	3.98619303013041	3.99056692453159
ENSRNOG00000052587	100909474	LOC100909474	2.28213888133229	2.04308608361432	2.16124844107319	2.19441751833304
ENSRNOG00000052583	688018	Zfp106	4.67835228521581	4.65390516055406	4.62661663371719	4.59680100623582
ENSRNOG00000001849	116590	Mapk1	5.47427990545838	5.60098754929599	5.62725374081858	5.58315217083833
ENSRNOG00000052581	102552805	LOC102552805	0	0	0	0
ENSRNOG00000052051	56814	Slc24a1	0.023109139781021	0.0492390607179352	0.0317911104567383	0.041871815280552
ENSRNOG00000008529	311547	Foxs1	3.71871245561212	3.99116906269618	3.83975134103853	3.72230448496336
ENSRNOG00000008523	140657	Faf1	5.07371624579323	4.99227796076849	5.05658572847748	5.07264485614626
ENSRNOG00000008521	304447	RGD1559821	2.16846538477632	2.18235074122142	1.99605347439463	2.07610825016259
ENSRNOG00000008526	500986	Pdzd3	0.0210550790191816	0	0	0
ENSRNOG00000008525	25610	Csf3	0.520937241874473	0.128870039719021	0.348355657098765	0.420194353768516
ENSRNOG00000008524	296884	Glcci1	1.51606888809163	1.55703138117507	1.49587183234513	1.52104394751101
ENSRNOG00000046458	29535	Pdx1	0	0	0	0
ENSRNOG00000046453	498658	Defa9	0	0	0	0
ENSRNOG00000046452	289211	Fcgr2b	2.03534562770042	1.71410263926775	2.04459338037983	1.98438717215204
ENSRNOG00000046456	293382	Olr237	0	0	0	0
ENSRNOG00000019403	291565	Afap1l1	3.43698555993128	3.38758988828776	3.45611552432646	3.39558979437474
ENSRNOG00000019400	114489	Dag1	6.78225168708893	6.6121818873356	6.76334478504742	6.71714790903134
ENSRNOG00000019407	298447	Dmap1	3.76292271272705	3.92050562837744	3.74818465899301	3.83599344619954
ENSRNOG00000019404	301073	Hhatl	4.35471982934493	4.46660704030505	4.36248985352573	4.40763606108012
ENSRNOG00000019409	294094	Lipk	0	0	0	0
ENSRNOG00000056777	287517		0	0	0	0
ENSRNOG00000000715	25517	Pou1f1	0	0	0	0
ENSRNOG00000000716	60448	Htr1f	0.240291943839951	0.252232467384406	0.201124292414242	0.145152785083378
ENSRNOG00000015229	678741	Zc3h4	3.73086955637951	3.57477635415935	3.63130316373287	3.57051291126946
ENSRNOG00000000718	288353	Cggbp1	4.75427441190396	4.65571974492657	4.77922411394049	4.75618973446065
ENSRNOG00000046182	405986	Olr1395	0.0234579515644525	0	0	0
ENSRNOG00000046181	687561	Anks4b	1.56033829671091	1.83176403433476	1.63161806282566	1.63467106242027
ENSRNOG00000038257	681382		0.674167644096828	0.674106975637835	0.753121051783513	0.676341173395399
ENSRNOG00000046185	686677	LOC686677	0	0	0	0
ENSRNOG00000046184	304382	RGD1561143	0.505354857536097	0.502545597280425	0.560689755889703	0.573246467340505
ENSRNOG00000042609	501158	Spag16	0	0	0	0
ENSRNOG00000015225	307288	Gramd2b	4.53793083868942	4.6164927681245	4.56052827892504	4.61568123894584
ENSRNOG00000042601	100360291	Zglp1	0.0556791455820352	0.18609359127249	0.291215326622342	0.166408095763016
ENSRNOG00000042603	298186	Ttc39b	3.5878433642306	3.04026984900376	3.48296225045179	3.33776368881037
ENSRNOG00000006002	311419	Stk35	2.04900447028921	2.04705420648193	1.92500739275557	2.01412447952727
ENSRNOG00000042605	690158	Fpr2	0.0320626662096324	0.0473024116902387	0.0334353844140162	0.0167805755906163
ENSRNOG00000006000	192350	Cdk12	3.33178492922475	3.13786394583145	3.23851647562098	3.17824893816353
ENSRNOG00000006001	312251	Luc7l2	5.41672522217623	5.45274464748894	5.31260939257474	5.3854241391273
ENSRNOG00000036959	500359	RGD1561551	0.908648690580902	1.42398294445935	0.826518886106687	0.99587028769247
ENSRNOG00000036958	102556447	LOC102556447	0	0	0	0
ENSRNOG00000036951	100362644	Slc2a7	0	0	0	0
ENSRNOG00000029668	360228	Wfdc21	1.35759329184532	0.965734007530629	1.26134622495828	1.31847023080017
ENSRNOG00000027514	361509	Ube2m	6.33441133577344	6.46050691888992	6.33333527990845	6.33144924542946
ENSRNOG00000027516	406867	Ly6g5b	0	0	0	0
ENSRNOG00000027510	295589	Tas2r134	0	0	0	0
ENSRNOG00000027513	362288	Rtel1	3.40997778951831	3.4105540478601	3.42914154010621	3.37411577200532
ENSRNOG00000050347	103693432	Ptges3l	4.39659358718433	4.67600377239985	4.61102759885794	4.59701328048467
ENSRNOG00000050343	683593	Jmy	1.92580837526995	1.93973480092665	1.85503622170269	1.89422875459503
ENSRNOG00000050348	684270	LOC684270	3.21685237566205	3.18661389077813	3.12289117865004	3.23284211546663
ENSRNOG00000050349	100911165	Mylk4	0	0	0	0
ENSRNOG00000050445	60418	Gde1	5.27208057015595	5.34669035619047	5.37497710090384	5.32215782550371
ENSRNOG00000017259	360962	Tacc3	5.19816669624974	5.16762081508408	5.22257203045647	5.23552122021003
ENSRNOG00000017258	316432	Ica1l	0	0	0	0.0211290273497662
ENSRNOG00000050447	293387	Olr242	0	0	0	0
ENSRNOG00000017251	291659	Ik	5.90315894294147	5.90538817648674	5.87952779111499	5.92892751748432
ENSRNOG00000017253	313496	Ccdc107	6.85944001631099	7.06348572265995	6.90965488713276	6.85285447565142
ENSRNOG00000017254	361191	Nsun2	4.87953408684971	4.73402571497555	4.82096947590345	4.78719328329665
ENSRNOG00000017256	316579	Csprs	0.0243196451810761	0.0479723763805439	0.0498448087448959	0.0501737623379495
ENSRNOG00000017783	84402	Sfrp1	5.94396172730161	6.15491680883231	6.02558072193737	6.00860795104886
ENSRNOG00000017781	303536	Dnajc7	5.96321726273288	6.08041669383124	5.92904051271489	6.02076027357848
ENSRNOG00000017780	171445	Akr7a2	3.92419037595578	3.91689763198332	3.96023372688683	3.99804615345586
ENSRNOG00000017787	306886	Ripk1	2.88734992985185	2.72629465999827	2.84580760543937	2.77811270495667
ENSRNOG00000017786	29437	Acta1	9.46316498466609	9.67605197074171	9.61266819814947	9.58646320088272
ENSRNOG00000017784	310775	Lrif1	1.91740126477835	2.03439151366801	2.05291912104915	2.10529377810077
ENSRNOG00000017788	307253	Katnal2	0	0	0	0
ENSRNOG00000054042	64825	N5	0.0308208235646928	0.0208029620118089	0.0220571398702065	0.0108706295791259
ENSRNOG00000054049	681037	Prelid2	1.59090809430901	1.68157062155906	1.68016694258032	1.70161870564083
ENSRNOG00000011363	296757	Napepld	2.94237087926968	3.01214920446911	2.95141802150773	2.94362983064342
ENSRNOG00000011361	29573	Slc37a4	3.39485170089326	3.25163346300324	3.43521177538438	3.45616007132898
ENSRNOG00000011360	295445	Dkk2	0.0564192426817188	0.104340904842603	0.0711482018497575	0.033288832301275
ENSRNOG00000011367	361631	Cyp2r1	0.569541716909535	0.409199367526691	0.374236793317332	0.572429468739172
ENSRNOG00000011366	303277	Pigs	4.44635848670988	4.39337804173265	4.42860880258408	4.40356277207772
ENSRNOG00000014786	25729	Ccne1	3.79919222997923	3.63971441169911	3.75341491616292	3.72240185812353
ENSRNOG00000014787	365194	Cabp5	0	0	0	0
ENSRNOG00000011369	66022	Kcns2	0	0	0	0
ENSRNOG00000014785	64351	Ykt6	5.79324795849732	5.86013897478438	5.82614008766463	5.81155857555354
ENSRNOG00000014783	309103	Pgghg	3.49200368367263	3.26214959058538	3.41637924286828	3.37097385136945
ENSRNOG00000010940	315973	Acad11	1.46595746182515	1.40882726527138	1.29276521961421	1.37335097427089
ENSRNOG00000010941	310877	Tifa	2.36682601967138	1.67437982848276	2.268776495348	2.31380823858102
ENSRNOG00000010942	367146	Gk5	0.79218667895762	0.554046161528838	0.757058294091963	0.50435826068557
